Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-07-06 00:00:00-04:00,243.8000030517578,246.0399932861328,240.8800048828125,244.16000366210938,40044000,0.0,0.0
2026-07-07 00:00:00-04:00,246.97999572753906,248.92999267578125,242.6999969482422,245.97999572753906,40579600,0.0,0.0
2026-07-08 00:00:00-04:00,244.27000427246094,244.8000030517578,240.52000427246094,243.6199951171875,29653000,0.0,0.0
2026-07-09 00:00:00-04:00,239.82000732421875,247.5,238.25,247.0399932861328,38030100,0.0,0.0
2026-07-10 00:00:00-04:00,249.63999938964844,251.02999877929688,244.41000366210938,245.42999267578125,21014479,0.0,0.0
